ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|d50ec890c3dd1a45eab9e78d212f455a|2020-12-20|10:40:06|1608441006|grocery_pos|296.96|1|fraud_Kunze Inc|36.936489|-92.550572
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|a4a83d78f81bdb739bb760e350ecba1e|2020-12-20|23:53:35|1608488615|shopping_net|952.58|1|fraud_Schmeler, Bashirian and Price|35.651809|-92.284018
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|03c4252ecac71fb984d70fba162a297a|2020-12-20|22:30:04|1608483604|shopping_net|890.89|1|fraud_Cormier LLC|36.691430|-93.450115
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|9dbc1fcc6509bc308b9f2538660a70f4|2020-12-21|22:55:47|1608571547|shopping_net|1129.74|1|fraud_Reichert, Huels and Hoppe|36.508336|-92.872308
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|2f8add07d38763923e6e8c85835ab566|2020-12-21|23:31:32|1608573692|shopping_pos|998.04|1|fraud_Turner and Sons|36.382534|-92.621563
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|219781d8443a56476b7790e611a90a05|2021-04-24|07:29:59|1619229599|shopping_net|70.48|0|fraud_Hills-Witting|35.805720|-92.652806
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|89d1e4ced7b15945a07e98a89c9ee20e|2021-03-10|11:24:40|1615355680|shopping_net|77.23|0|fraud_Mohr-Bayer|36.814005|-94.068343
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|647a48bd2db566885d7425c26963ecff|2020-12-18|01:25:34|1608234934|misc_pos|69.85|0|fraud_Kemmer-Buckridge|36.266715|-92.659393
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|d7f5c9942e83fcb222543f8ba6343cb3|2020-06-04|11:19:32|1591249772|gas_transport|62.54|0|fraud_Stroman, Hudson and Erdman|36.024405|-94.079769
433-64-6212|4153814474430965|Claudia|Torres|F|9705 Christina Isle|Alpena|AR|72611|36.2998|-93.2792|1696|Hydrogeologist|1937-09-24|117484074773|adults_50up_female_rural.json|9375e3b96d98eb7bc8082c1619915346|2020-07-07|05:19:36|1594079376|grocery_pos|73.28|0|fraud_Schoen, Kuphal and Nitzsche|36.681860|-92.334977
