ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|8e075ac8683a1cd6c46fb25cfa9b1f99|2022-07-29|03:07:34|1659044254|gas_transport|11.24|1|fraud_Streich, Hansen and Veum|34.793484|-78.722815
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|066b34e1fb973bf442aa51096b88963f|2022-07-29|00:43:09|1659035589|grocery_pos|12.10|1|fraud_Schumm, Bauch and Ondricka|35.080610|-78.990629
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|9900ece154953581211cf41a17350a61|2022-07-29|04:29:44|1659049184|grocery_pos|11.48|1|fraud_Goldner, Kovacek and Abbott|34.432457|-78.719647
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|a0fb16c20eaf23c108a9c83c35bbd28b|2022-07-29|03:24:26|1659045266|grocery_net|301.16|1|fraud_Cummings Group|34.096062|-78.889855
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|f0a72e22167c8e2bc85fe7d2bb9724c3|2022-07-29|01:17:11|1659037631|gas_transport|271.75|1|fraud_Tillman, Dickinson and Labadie|33.664101|-78.164384
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|3f5474ab4d9d49d9295e98f941941437|2022-07-29|00:12:02|1659033722|grocery_pos|316.03|1|fraud_Osinski, Ledner and Leuschke|33.876811|-79.053898
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|0f362bbd32723d052eb9a5dff21a3b90|2022-07-30|23:05:40|1659202540|personal_care|1084.50|1|fraud_Schoen, Nienow and Bauch|34.393048|-77.100074
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|ad28d96d6a6f5a04fda7b6847ca2bd5d|2022-07-30|16:03:40|1659177220|kids_pets|1008.70|1|fraud_Windler LLC|34.377762|-77.145971
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|322351ee5e6b859a0150853eaced96e6|2022-07-30|23:07:35|1659202655|shopping_net|942.80|1|fraud_Reichert, Rowe and Mraz|33.885606|-78.520838
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|fecd862afca635a0c82e80732b9d8635|2022-07-30|23:39:35|1659204575|shopping_net|1024.46|1|fraud_Mohr-Bayer|34.496827|-77.973248
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|e3b1f9223d212b9fa84b1e5c4ed04b08|2022-07-30|23:54:05|1659205445|shopping_net|877.62|1|fraud_Baumbach, Feeney and Morar|34.610689|-77.969915
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Currie|NC|28435|34.4497|-78.0925|2490|Nutritional therapist|1979-12-18|645986493050|adults_2550_male_rural.json|0870f4967cba9d7a788295b3ac680577|2022-07-30|22:05:31|1659198931|shopping_pos|135.59|1|fraud_Beier-Hyatt|33.553786|-78.051903
