ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|9e967f4c0a484cb847755130b6c10bfa|2021-08-24|02:06:04|1629750964|grocery_pos|279.75|1|fraud_Doyle Ltd|38.433663|-76.847227
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|1e204fdfde559129e29e85349272105b|2021-08-24|03:34:26|1629756266|grocery_pos|307.83|1|fraud_Moen, Reinger and Murphy|39.056112|-77.284925
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|d8f1c03bec9a873697e231e2b41935c1|2021-08-24|06:18:18|1629766098|misc_net|320.60|1|fraud_Kuhn LLC|38.955325|-76.484031
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|3ba15d56c6fa3872ea80fbd1905ca587|2021-08-24|03:09:14|1629754754|grocery_pos|303.38|1|fraud_Casper, Hand and Zulauf|39.624728|-77.442255
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|48ce55f753f02e7e79c08bdf0e0c27f2|2021-08-24|10:36:51|1629781611|grocery_pos|788.96|1|fraud_O'Keefe-Hudson|38.335547|-77.855148
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|a12a1b5f178892a9360afb351bb4396e|2021-08-24|01:44:47|1629749687|misc_net|842.11|1|fraud_Zemlak Group|39.217138|-77.062153
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|54ffdb67cd235bbf6e50c57f47b519a7|2021-08-25|22:46:33|1629911793|misc_net|809.94|1|fraud_Kuphal-Bartoletti|38.855105|-76.222004
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|668082364908758c3f99610c5bd2bb14|2021-08-25|22:01:25|1629909085|shopping_pos|1010.71|1|fraud_Mohr Inc|39.473850|-77.640959
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|18d0cb9eff843e3e115d9fa5ce8ff601|2021-08-25|23:48:30|1629915510|entertainment|800.88|1|fraud_Grimes LLC|38.527320|-77.543864
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json|6e05b5ca4f797da29bb25cd10637cbd8|2021-08-25|22:27:16|1629910636|shopping_net|499.77|1|fraud_Kerluke-Abshire|38.329587|-77.054324
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|a58205194785904276c5ea882ddc538a|2022-10-15|01:57:58|1665779278|grocery_net|9.03|1|fraud_Adams, Kovacek and Kuhlman|42.159794|-93.139134
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|e2fb9664f9921712703bcbbba6cd4135|2022-10-15|08:16:08|1665801968|grocery_pos|11.21|1|fraud_Huel, Hammes and Witting|41.058239|-94.630560
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|d337ba1d9d9b8558764ebad0efa0a0ba|2022-10-15|03:35:25|1665785125|grocery_pos|308.55|1|fraud_Bogisich Inc|42.402839|-93.696050
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|1acde54cac2910f867b608cd366bf5d9|2022-10-15|00:46:23|1665774983|gas_transport|332.51|1|fraud_Cummerata-Jones|41.443354|-94.152192
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|c9ddc1d908c4b93ace711f45df534667|2022-10-15|02:28:49|1665781129|grocery_pos|324.64|1|fraud_Miller-Hauck|41.422860|-94.513802
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|487ea472ee15b6a382bba3d3b3a5535b|2022-10-15|10:38:16|1665810496|grocery_pos|318.11|1|fraud_Barton Inc|40.988663|-92.891646
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|fb803b02003cfc14ba8c0662e48964d8|2022-10-15|22:18:48|1665852528|shopping_net|945.61|1|fraud_Jast Ltd|41.092006|-93.525672
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|c7991a6f31d095dd4ab240b12fc7e5fb|2022-10-16|23:12:39|1665942159|food_dining|1042.06|1|fraud_Kutch, Steuber and Gerhold|42.572777|-94.155398
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|d38ab164c05d98c8cbbe3049336bcdfa|2022-10-16|22:14:00|1665938640|shopping_net|786.52|1|fraud_Kuhic LLC|41.203427|-93.746885
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|ba673221a503b2fd2d0e994b0fa1c983|2022-10-16|22:32:23|1665939743|shopping_net|1050.13|1|fraud_Goyette Inc|41.527086|-94.276708
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|e740839e4fa95821bbf2e5d3ef6fcdf8|2022-10-16|23:40:52|1665943852|shopping_net|949.77|1|fraud_Schumm PLC|41.458769|-94.513141
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|1026b3495bf112535077130f39f653ed|2022-10-15|22:37:09|1665853629|shopping_net|1134.53|1|fraud_Volkman-Predovic|42.081295|-93.227042
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|264ea756d8e89334832348ca9530434e|2022-10-16|22:52:09|1665940929|shopping_net|125.68|1|fraud_Rempel Inc|41.032137|-94.639266
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|a2681f1c70df347136f91779d48f5c55|2020-04-03|03:13:06|1585863786|gas_transport|39.40|0|fraud_Ledner-Pfannerstill|40.708172|-92.733934
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|60a61f818e7154ac17d690ed13c28532|2020-06-06|07:55:40|1591410340|gas_transport|36.17|0|fraud_Friesen-Stamm|41.408518|-92.707838
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|b84456f85f781b436d0b0a27ed2e9143|2020-04-22|09:02:37|1587526357|gas_transport|58.05|0|fraud_Bins-Rice|40.799877|-94.183479
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json|135195ae69abee364a869c434f0a04a7|2020-03-08|02:01:32|1583613092|gas_transport|55.88|0|fraud_Reilly, Heaney and Cole|41.695738|-92.776332
