ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|99e5111f7125c49feb2fbd6faa5a4faa|2021-10-18|07:26:07|1634522167|gas_transport|22.79|1|fraud_Sporer Inc|40.104562|-90.010612
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|e8a3750a3dbdfe3179661f1ec7aa727b|2021-10-19|23:01:14|1634664674|home|921.77|1|fraud_O'Connell, Botsford and Hand|40.819916|-88.988333
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|3fdc12291be90797e56a3f372d29832a|2021-10-19|22:42:42|1634663562|shopping_pos|760.54|1|fraud_Kuhn LLC|40.150517|-89.914124
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|a249ce5e1cc77dd5151eb165c1807b5c|2021-10-19|23:10:44|1634665244|shopping_net|410.72|1|fraud_Stanton, Jakubowski and Baumbach|39.353741|-88.370784
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|34085fa66ccec231cb55edc3d31b948b|2020-07-06|05:50:15|1593994815|grocery_pos|81.64|0|fraud_Hudson-Ratke|40.063234|-89.996276
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|f1f31c53cfeb4f7f85e3cf99fd172ae0|2021-04-15|01:55:11|1618431911|shopping_net|50.88|0|fraud_Reichert, Rowe and Mraz|40.869522|-88.795477
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|c56fc4a1f4619b9725aef274672288d5|2020-12-29|10:00:39|1609216239|misc_pos|96.99|0|fraud_Turner, Ruecker and Parisian|40.752383|-90.045772
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|520e0534c8875cf36720d58c49034760|2020-12-13|06:00:17|1607819417|misc_net|71.09|0|fraud_Block-Parisian|40.415904|-89.118285
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|6ace8cfff4c557c1fa70cb5432c8c530|2021-07-17|02:12:47|1626468167|entertainment|57.41|0|fraud_Nicolas, Hills and McGlynn|40.866897|-89.484329
612-89-5525|213150450509282|Derrick|Ford|M|73429 Ashley Square|Latham|IL|62543|39.9711|-89.1725|540|Psychologist, sport and exercise|1949-08-26|251027251680|adults_50up_male_rural.json|488fe63cb466d57964d122ad817098bb|2020-05-28|01:40:51|1590610251|gas_transport|94.42|0|fraud_Bartoletti-Wunsch|40.155714|-89.814514
