ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|b4e6c0d6813c4f16f58c4f76fcffbbf3|2021-10-03|01:27:00|1633204620|grocery_pos|366.55|1|fraud_Wolf Inc|40.686671|-78.340516
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|8746238156abe290099f6752642e5f80|2021-10-04|23:57:59|1633372079|shopping_net|884.24|1|fraud_Stanton, Jakubowski and Baumbach|41.554002|-78.012721
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|2e514cc7f5f7032b48f1e68bf609e4bd|2021-10-04|23:57:06|1633372026|kids_pets|957.65|1|fraud_Waelchi Inc|40.286281|-77.868535
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|9347b89510c754c6af0ad6491b7278b6|2021-10-04|17:41:23|1633349483|shopping_pos|898.86|1|fraud_Denesik and Sons|41.321053|-79.465645
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|adebc07143f40e426d632df5a5c689fe|2021-10-03|23:34:01|1633284241|shopping_net|5.81|1|fraud_Ankunding LLC|41.356094|-79.473921
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|853ef7da49b9d79fd5caaf085b86b56e|2021-10-04|22:50:17|1633368017|personal_care|48.12|1|fraud_Nienow, Barrows and Romaguera|41.262075|-79.459414
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|cbac6f66c186b4bf9b498f618f4e29c2|2021-10-04|23:31:45|1633370505|personal_care|52.06|1|fraud_Auer LLC|40.942780|-77.863728
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|e23346a1a0e7cf914e00d340044cc3ee|2021-01-13|09:39:43|1610510983|misc_pos|68.01|0|fraud_Boehm, Predovic and Reinger|40.848630|-78.739032
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|15aa1b2da1cff729ecc0693da32d0bbe|2020-11-19|06:11:08|1605746468|misc_net|55.07|0|fraud_Rippin, Kub and Mann|40.883368|-79.089149
215-14-1251|4470123503687156899|Angela|Johnson|F|9780 Jesse Hollow Suite 568|Arcadia|PA|15712|40.7817|-78.8536|151|Horticulturist, amenity|1968-04-14|452102880184|adults_50up_female_rural.json|fdc4851bda90b2b01c381b248919451f|2020-10-13|03:18:31|1602539311|misc_net|74.00|0|fraud_Zemlak Group|40.073023|-78.379021
