ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|4ac8d56fc41a2f6b0552bfb76035a0ab|2020-06-20|09:14:34|1592624674|shopping_net|352.62|1|fraud_Gottlieb, Considine and Schultz|33.657369|-101.282709
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|2114e00a52a3ca01b50b8eb73080c033|2020-06-20|02:51:08|1592601668|grocery_pos|882.73|1|fraud_Bauch-Raynor|34.753999|-99.871540
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|9500597437b02ac14bebda1deaf7665f|2020-06-20|02:03:08|1592598788|shopping_net|899.66|1|fraud_Gleason-Macejkovic|34.085826|-101.244825
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|e1bdcc0e1467471fbcf71945e4e31454|2020-06-21|23:30:02|1592762402|health_fitness|939.16|1|fraud_Hyatt, Russel and Gleichner|34.310788|-100.862538
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|ae8afbdc9a95686f0fe3498766fc8a25|2020-06-21|23:50:50|1592763650|food_dining|99.21|1|fraud_Hagenes, Kohler and Hoppe|33.985179|-101.384442
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|89f6b8bb2b4eed9d44018114e0eb48d0|2020-06-21|22:35:04|1592759104|shopping_pos|20.70|1|fraud_Turner and Sons|32.873129|-101.199113
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|1b42533c1f325c9facf82717375807b4|2020-06-21|22:55:30|1592760330|health_fitness|20.61|1|fraud_Ledner, Hartmann and Feest|33.103482|-101.637978
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|62b71745a6f29d94462d07f4c4476a2b|2020-06-11|04:16:46|1591829206|gas_transport|80.19|0|fraud_Corwin-Collins|34.184542|-100.362065
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|4d8e9e8a9dbe45be9c5060db0de68592|2020-07-15|09:00:06|1594783806|grocery_net|60.80|0|fraud_Adams, Kovacek and Kuhlman|34.683496|-100.142029
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|b6f59b16d7b019e0770b682cc01c3682|2020-07-15|04:52:33|1594768953|grocery_net|60.17|0|fraud_Rempel PLC|33.049997|-100.268870
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|9c34609792ce0f4ddb939bc538aa33c3|2020-10-12|10:52:37|1602480157|grocery_pos|50.41|0|fraud_Hackett-Lueilwitz|33.077185|-101.754739
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|5034853a641928b5ccac95a87cf6664f|2020-10-23|11:36:51|1603433211|grocery_pos|39.33|0|fraud_Cartwright-Harris|34.043529|-100.788681
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|cdb15ce0a80d96aedd5de19a3980300f|2020-02-10|10:02:35|1581309155|gas_transport|65.38|0|fraud_Berge LLC|34.755431|-101.731634
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|7cce7aeb62c9aef2cf7b8a7eea011926|2020-09-25|09:56:59|1601008019|grocery_pos|60.72|0|fraud_Cartwright-Harris|33.720109|-100.994816
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|853d9753ebe62a18ec1d54448e09dded|2020-09-03|11:05:28|1599111328|grocery_pos|44.25|0|fraud_Kovacek, Dibbert and Ondricka|32.954778|-100.887891
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|e2ed731683f9767087d8b206fa8d0687|2020-12-09|11:59:48|1607495388|misc_net|82.25|0|fraud_Dooley-Thompson|33.152424|-100.852699
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|0361eec864cb204193b3b54fb8cad854|2020-09-13|09:11:30|1599968490|grocery_pos|43.36|0|fraud_Lockman Ltd|33.698105|-100.585958
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|0d60a17f516dd00b2882e23142f65b17|2020-08-13|02:34:28|1597266268|grocery_pos|72.47|0|fraud_Heller, Gutmann and Zieme|34.683525|-100.200876
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|8d0a85072b15d31e6df3ca76a76f16fa|2020-11-18|09:01:16|1605670276|misc_net|68.52|0|fraud_Kuphal-Predovic|33.131461|-100.724830
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|8bd89e4f18d738165f5683c6eb250882|2020-03-19|10:44:07|1584594847|gas_transport|55.33|0|fraud_Raynor, Feest and Miller|33.659485|-101.176727
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|035127fb2f3f63c102f0df64a10b4054|2020-03-29|08:43:44|1585451624|gas_transport|75.98|0|fraud_Stroman, Hudson and Erdman|34.681297|-100.059255
153-95-9493|4027079032024|Mackenzie|Conway|F|9291 Danny Ranch|Afton|TX|79220|33.7718|-100.8021|197|Warden/ranger|1994-04-04|69666828528|adults_2550_female_rural.json|4056bd4badd91ffe1c974d8f7b171524|2020-02-10|00:08:00|1581273480|gas_transport|69.75|0|fraud_Robel, Cummerata and Prosacco|34.646251|-100.904918
